ts,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes
291.576056,fe80::e8ff:97da:2f7f:abb3,57997,ff02::1:3,5355,udp,0.092141,44,0,S0,2,140,0,0
291.576304,192.168.1.115,49837,224.0.0.252,5355,udp,0.092081,44,0,S0,2,100,0,0
293.586071,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,58241,fd2d:ab8c:225::1,53,udp,0.142867,34,149,SF,1,82,1,197
298.572209,192.168.1.115,49166,62.4.0.28,80,tcp,0.051346,428,5299,SF,5,640,6,5551
293.729471,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,57585,fd2d:ab8c:225::1,53,udp,0.031177,34,94,SF,1,82,1,142
294.100875,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,57674,fd2d:ab8c:225::1,53,udp,0.000322,26,26,SF,1,74,1,74
294.101482,fe80::e8ff:97da:2f7f:abb3,54749,ff02::1:3,5355,udp,0.100322,44,0,S0,2,140,0,0
294.101653,192.168.1.115,56066,224.0.0.252,5355,udp,0.10037,44,0,S0,2,100,0,0
300.867062,192.168.1.115,49171,62.4.0.28,80,tcp,0.051023,847,141,SF,5,1059,4,313
300.865611,192.168.1.115,49170,62.4.0.28,80,tcp,0.053132,480,141,SF,5,692,4,313
296.680529,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,55402,fd2d:ab8c:225::1,53,udp,0.205535,40,136,SF,1,88,1,184
297.496671,192.168.1.115,49164,85.31.204.81,80,tcp,4.357607,1280,4277,RSTO,9,1652,5,4489
296.918014,192.168.1.115,49163,85.31.204.81,80,tcp,4.933394,1629,23800,RSTO,14,2201,21,24652
301.814057,192.168.1.115,49179,85.31.204.81,80,tcp,0.038163,0,0,RSTO,2,92,1,52
301.814752,192.168.1.115,49182,85.31.204.81,80,tcp,0.038256,0,0,RSTO,2,92,1,52
301.814959,192.168.1.115,49183,85.31.204.81,80,tcp,0.038479,0,0,RSTO,2,92,1,52
301.814358,192.168.1.115,49180,85.31.204.81,80,tcp,0.039133,0,0,RSTO,2,92,1,52
301.81457,192.168.1.115,49181,85.31.204.81,80,tcp,0.039204,0,0,RSTO,2,92,1,52
301.815142,192.168.1.115,49184,85.31.204.81,80,tcp,0.038684,0,0,RSTO,2,92,1,52
296.886602,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,62981,fd2d:ab8c:225::1,53,udp,0.03004,40,148,SF,1,88,1,196
301.905375,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,59996,fd2d:ab8c:225::1,53,tcp,0.002422,37,661,SF,5,349,4,913
301.958127,192.168.1.115,60000,208.81.233.32,80,tcp,0.238536,414,584,SF,5,626,5,788
301.933194,192.168.1.115,59997,107.21.248.242,80,tcp,0.264241,455,474,SF,5,667,3,606
302.197112,192.168.1.115,60003,208.81.233.32,80,tcp,0.250081,505,579,SF,5,717,5,783
297.502131,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,61712,fd2d:ab8c:225::1,53,udp,0.16969,47,103,SF,1,95,1,151
297.672621,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,60700,fd2d:ab8c:225::1,53,udp,0.016856,47,115,SF,1,95,1,163
302.774061,192.168.1.115,49162,41.108.179.197,1177,tcp,-,-,-,S0,1,48,0,0
298.479992,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,56504,fd2d:ab8c:225::1,53,udp,0.135687,42,102,SF,1,90,1,150
298.527422,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,51920,fd2d:ab8c:225::1,53,udp,0.033719,34,83,SF,1,82,1,131
298.561715,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,58236,fd2d:ab8c:225::1,53,udp,0.009972,34,111,SF,1,82,1,159
298.616223,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,58130,fd2d:ab8c:225::1,53,udp,0.016937,42,114,SF,1,90,1,162
298.764958,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,60828,fd2d:ab8c:225::1,53,udp,0.024632,44,124,SF,1,92,1,172
298.790061,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,64401,fd2d:ab8c:225::1,53,udp,0.008533,44,184,SF,1,92,1,232
303.922752,192.168.1.115,60030,94.31.6.169,80,tcp,0.058863,582,563,SF,5,794,3,695
303.982082,192.168.1.115,60031,94.31.6.169,80,tcp,0.064282,632,382,SF,5,844,4,554
299.556163,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,51332,fd2d:ab8c:225::1,53,udp,0.895134,39,231,SF,1,87,1,279
302.439322,192.168.1.115,60008,23.63.235.163,80,tcp,2.228644,649,2215,RSTO,6,901,5,2427
300.451968,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,58878,fd2d:ab8c:225::1,53,udp,0.327291,39,160,SF,1,87,1,208
300.842558,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,57739,fd2d:ab8c:225::1,53,udp,0.649869,41,119,SF,1,89,1,167
300.844115,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,56549,fd2d:ab8c:225::1,53,udp,0.173713,30,232,SF,1,78,1,280
300.856278,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,49588,fd2d:ab8c:225::1,53,udp,0.080814,31,161,SF,1,79,1,209
300.864187,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,55379,fd2d:ab8c:225::1,53,udp,0.1144,34,96,SF,1,82,1,144
300.894167,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,61586,fd2d:ab8c:225::1,53,udp,0.090882,30,315,SF,1,78,1,363
300.937665,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,57315,fd2d:ab8c:225::1,53,udp,0.014759,31,131,SF,1,79,1,179
300.979184,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,56488,fd2d:ab8c:225::1,53,udp,0.012042,34,118,SF,1,82,1,166
300.985582,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,51624,fd2d:ab8c:225::1,53,udp,0.310232,60,256,SF,2,156,2,352
301.018391,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,57569,fd2d:ab8c:225::1,53,udp,0.015162,30,205,SF,1,78,1,253
303.04126,192.168.1.115,60024,54.247.115.15,443,tcp,3.105571,803,5346,SF,10,1227,11,5889
301.285526,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,57962,fd2d:ab8c:225::1,53,udp,0.302057,30,248,SF,1,78,1,296
301.503951,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,63542,fd2d:ab8c:225::1,53,udp,0.179869,41,151,SF,1,89,1,199
301.505398,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,50642,fd2d:ab8c:225::1,53,udp,0.842021,33,388,SF,1,81,1,436
301.588297,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,60380,fd2d:ab8c:225::1,53,udp,0.027526,30,144,SF,1,78,1,192
301.771368,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,60029,fd2d:ab8c:225::1,53,udp,0.377698,32,397,SF,1,80,1,445
301.771727,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,50483,fd2d:ab8c:225::1,53,udp,0.091929,34,211,SF,1,82,1,259
301.788624,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,55764,fd2d:ab8c:225::1,53,udp,1.544741,38,367,SF,1,86,1,415
301.78894,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,53932,fd2d:ab8c:225::1,53,udp,0.13031,38,77,SF,1,86,1,125
301.789281,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,58729,fd2d:ab8c:225::1,53,udp,0.566945,34,210,SF,1,82,1,258
301.789598,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,65417,fd2d:ab8c:225::1,53,udp,0.115378,35,378,SF,1,83,1,426
301.789916,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,53746,fd2d:ab8c:225::1,53,udp,0.133545,31,200,SF,1,79,1,248
301.790342,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,60325,fd2d:ab8c:225::1,53,udp,0.144944,31,69,SF,1,79,1,117
301.790793,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,52359,fd2d:ab8c:225::1,53,udp,0.107622,33,110,SF,1,81,1,158
301.794798,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,62224,fd2d:ab8c:225::1,53,udp,0.365029,34,211,SF,1,82,1,259
301.86407,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,58177,fd2d:ab8c:225::1,53,udp,0.023872,34,136,SF,1,82,1,184
291.868112,192.168.1.115,137,192.168.1.255,137,udp,4.035751,300,0,S0,6,468,0,0
301.899028,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,49402,fd2d:ab8c:225::1,53,udp,0.034757,33,95,SF,1,81,1,143
301.908089,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,61044,fd2d:ab8c:225::1,53,udp,0.024588,35,120,SF,1,83,1,168
301.919767,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,49734,fd2d:ab8c:225::1,53,udp,0.021948,38,121,SF,1,86,1,169
301.923971,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,53934,fd2d:ab8c:225::1,53,udp,0.035833,31,112,SF,1,79,1,160
301.935801,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,60173,fd2d:ab8c:225::1,53,udp,0.02175,31,118,SF,1,79,1,166
301.974164,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,63905,fd2d:ab8c:225::1,53,udp,0.04854,35,204,SF,1,83,1,252
302.027976,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,62212,fd2d:ab8c:225::1,53,udp,0.026734,35,100,SF,1,83,1,148
302.149493,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,57763,fd2d:ab8c:225::1,53,udp,0.810692,64,434,SF,2,160,2,530
302.160194,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,52159,fd2d:ab8c:225::1,53,udp,0.682109,34,136,SF,1,82,1,184
302.241434,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,58154,fd2d:ab8c:225::1,53,udp,0.056424,32,162,SF,1,80,1,210
302.298807,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,63199,fd2d:ab8c:225::1,53,udp,0.015006,32,132,SF,1,80,1,180
302.303027,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,55390,fd2d:ab8c:225::1,53,udp,0.058555,36,73,SF,1,84,1,121
302.334035,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,62902,fd2d:ab8c:225::1,53,udp,0.026398,32,162,SF,1,80,1,210
302.334683,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,55661,fd2d:ab8c:225::1,53,udp,0.094786,45,148,SF,1,93,1,196
302.347941,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,50032,fd2d:ab8c:225::1,53,udp,0.323567,33,208,SF,1,81,1,256
302.356723,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,53512,fd2d:ab8c:225::1,53,udp,0.358322,34,135,SF,1,82,1,183
302.360926,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,55342,fd2d:ab8c:225::1,53,udp,0.000925,32,132,SF,1,80,1,180
302.362054,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,60907,fd2d:ab8c:225::1,53,udp,0.01973,36,117,SF,1,84,1,165
302.429973,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,50129,fd2d:ab8c:225::1,53,udp,0.008207,45,190,SF,1,93,1,238
302.672063,192.168.1.115,60010,54.247.115.15,80,tcp,4.791372,435,588,SF,6,699,6,1428
302.586628,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,51483,fd2d:ab8c:225::1,53,udp,0.054734,31,232,SF,1,79,1,280
302.601255,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,55940,fd2d:ab8c:225::1,53,udp,0.337313,34,375,SF,1,82,1,423
302.641946,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,53230,fd2d:ab8c:225::1,53,udp,0.073053,31,108,SF,1,79,1,156
302.717612,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,60550,fd2d:ab8c:225::1,53,udp,0.076732,29,83,SF,1,77,1,131
302.79466,192.168.1.115,60027,8.8.8.8,53,udp,0.001346,38,233,SF,1,66,1,261
302.795065,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,56723,fd2d:ab8c:225::1,53,udp,0.019387,29,95,SF,1,77,1,143
302.796558,192.168.1.115,52863,8.8.8.8,53,udp,0.027163,38,219,SF,1,66,1,247
302.939607,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,56580,fd2d:ab8c:225::1,53,udp,0.30578,34,192,SF,1,82,1,240
303.462269,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,50211,fd2d:ab8c:225::1,53,udp,0.655007,29,383,SF,1,77,1,431
303.605189,192.168.1.115,56558,8.8.8.8,53,udp,0.026198,33,217,SF,1,61,1,245
303.631909,192.168.1.115,58245,8.8.8.8,53,udp,0.026091,33,173,SF,1,61,1,201
303.71597,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,62624,fd2d:ab8c:225::1,53,udp,0.30285,34,252,SF,1,82,1,300
303.716309,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,57981,fd2d:ab8c:225::1,53,udp,0.169126,35,162,SF,1,83,1,210
303.885786,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,58504,fd2d:ab8c:225::1,53,udp,0.021358,35,131,SF,1,83,1,179
304.019428,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,56610,fd2d:ab8c:225::1,53,udp,0.026632,34,148,SF,1,82,1,196
304.117903,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,64944,fd2d:ab8c:225::1,53,udp,0.034124,29,196,SF,1,77,1,244
304.366692,192.168.1.115,52848,8.8.8.8,53,udp,0.017194,48,208,SF,1,76,1,236
304.384425,192.168.1.115,60144,8.8.8.8,53,udp,0.054337,144,724,SF,3,228,3,808
304.438296,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,50273,fd2d:ab8c:225::1,53,udp,0.936854,48,208,SF,1,96,1,256
302.824141,192.168.1.115,60014,50.19.82.249,80,tcp,6.917078,376,373,RSTO,6,628,4,545
305.375932,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,53848,fd2d:ab8c:225::1,53,udp,0.001784,48,232,SF,1,96,1,280
306.433001,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,61640,fd2d:ab8c:225::1,53,udp,0.128824,40,136,SF,1,88,1,184
306.563532,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,53048,fd2d:ab8c:225::1,53,udp,0.030026,40,148,SF,1,88,1,196
309.621034,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,59290,fd2d:ab8c:225::1,53,udp,0.072526,39,80,SF,1,87,1,128
309.694155,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,58650,fd2d:ab8c:225::1,53,udp,0.01234,39,118,SF,1,87,1,166
309.781303,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,53978,fd2d:ab8c:225::1,53,udp,0.01235,39,80,SF,1,87,1,128
309.794141,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,58283,fd2d:ab8c:225::1,53,udp,0.000577,39,118,SF,1,87,1,166
304.047398,192.168.1.115,60032,185.33.220.197,80,tcp,11.425272,646,1073,RSTO,7,950,5,2358
302.056773,192.168.1.115,60002,37.252.172.80,80,tcp,13.416278,5894,6786,RSTO,14,6466,13,8155
302.716484,192.168.1.115,60012,169.47.30.64,80,tcp,12.756832,1185,1318,RSTO,7,1477,6,1562
309.624843,192.168.1.115,60038,54.247.115.15,443,tcp,5.848893,808,1006,RSTO,8,1140,7,1298
310.39142,192.168.1.115,60041,54.247.115.15,80,tcp,5.082519,2302,604,RSTO,7,2594,5,816
301.785917,192.168.1.115,49178,37.252.172.39,80,tcp,13.688238,1864,3640,RSTO,9,2248,8,5032
301.662602,192.168.1.115,49176,37.252.172.39,80,tcp,13.811802,3303,9904,RSTO,13,3835,12,10388
302.60088,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,65027,fd2d:ab8c:225::1,53,udp,1.167292,33,354,SF,1,81,1,402
303.366186,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,55730,fd2d:ab8c:225::1,53,udp,2.009003,48,208,SF,1,96,1,256
319.775942,192.168.1.115,60042,41.108.179.197,1177,tcp,2.997187,0,0,S0,2,104,0,0
300.995562,192.168.1.115,49173,137.74.125.58,80,tcp,19.484005,392,725,RSTO,6,644,3,849
268.408794,fe80::da58:d7ff:fe00:f72,130,ff02::1,131,icmp,-,-,-,OTH,1,72,0,0
268.563026,fe80::5dd3:6bb3:7720:1e83,131,ff02::1:ff2b:5398,130,icmp,-,-,-,OTH,1,72,0,0
319.44412,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,60072,fd2d:ab8c:225::1,53,udp,0.269634,34,50,SF,1,82,1,98
319.714376,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,51990,fd2d:ab8c:225::1,53,udp,0.014977,34,94,SF,1,82,1,142
309.795236,192.168.1.115,60040,87.98.169.74,80,tcp,15.691845,464,406,RSTO,6,716,3,538
309.715826,192.168.1.115,60039,87.98.169.74,80,tcp,15.771574,874,723,RSTO,7,1166,4,887
270.574345,fe80::1e6f:65ff:fec0:4392,131,ff02::fb,130,icmp,-,-,-,OTH,1,72,0,0
271.059361,fe80::5dd3:6bb3:7720:1e83,131,ff02::1:ff00:4f7,130,icmp,-,-,-,OTH,1,72,0,0
273.053297,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,135,ff02::1:ff00:1,136,icmp,-,-,-,OTH,1,72,0,0
273.05357,fd2d:ab8c:225::1,136,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,135,icmp,-,-,-,OTH,1,72,0,0
273.25127,fe80::e8ff:97da:2f7f:abb3,131,ff02::1:ff62:aec8,130,icmp,-,-,-,OTH,1,72,0,0
273.251401,fe80::e8ff:97da:2f7f:abb3,131,ff02::1:ff00:2c6,130,icmp,-,-,-,OTH,1,72,0,0
328.771204,192.168.1.115,60042,41.108.179.197,1177,tcp,-,-,-,S0,1,48,0,0
274.058831,fe80::5dd3:6bb3:7720:1e83,131,ff02::1:ff20:1e83,130,icmp,-,-,-,OTH,1,72,0,0
276.654415,fe80::1e6f:65ff:fec0:4392,131,ff02::1:ffc0:4392,130,icmp,-,-,-,OTH,1,72,0,0
277.757653,fe80::e8ff:97da:2f7f:abb3,131,ff02::1:ff7f:abb3,130,icmp,-,-,-,OTH,1,72,0,0
278.056779,fe80::da58:d7ff:fe00:f72,135,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,136,icmp,0.000503,24,24,OTH,1,72,1,72
