ts,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes
142.968869,11,1,46,131,0,0,0,0,0,1,72,0,0
143.009645,10,2,51,130,0,0,0,0,0,1,72,0,0
145.257466,12,2,55,130,0,0,0,0,0,1,72,0,0
146.75977,12,2,56,130,0,0,0,0,0,1,72,0,0
146.766382,9,2,57,130,0,0,0,0,0,1,72,0,0
147.01081,10,2,54,130,0,0,0,0,0,1,72,0,0
150.158373,9,2,60,130,0,0,0,0,0,1,72,0,0
151.255953,12,2,50,130,0,0,0,0,0,1,72,0,0
151.510058,10,2,53,130,0,0,0,0,0,1,72,0,0
201.305209,10,6,52,136,0,0,0,0,0,1,72,0,0
275.388493,3,11,10,80,1,0.08042,232,858,4,5,444,5,1070
276.026237,3,12,10,80,1,0.07212,234,1115,4,5,446,5,1327
273.503417,3,10,38,443,1,3.354241,632,5516,4,9,1004,9,5888
273.053766,6,442,43,53,2,0.197904,40,136,4,1,88,1,184
273.252576,6,167,43,53,2,0.030527,40,148,4,1,88,1,196
275.094543,6,532,43,53,2,0.190006,36,52,4,1,84,1,100
275.285198,6,459,43,53,2,0.098507,36,64,4,1,84,1,112
275.386661,6,468,43,53,2,0.000284,36,52,4,1,84,1,100
275.387474,6,224,43,53,2,0.000428,36,64,4,1,84,1,112
276.022363,6,241,43,53,2,0.000388,36,52,4,1,84,1,100
276.023194,6,221,43,53,2,0.000422,36,64,4,1,84,1,112
276.024748,6,187,43,53,2,0.00023,36,52,4,1,84,1,100
276.025367,6,263,43,53,2,0.00044,36,64,4,1,84,1,112
287.84507,6,154,43,53,2,0.000574,40,136,4,1,88,1,184
287.846105,6,487,43,53,2,0.000437,40,148,4,1,88,1,196
293.774545,3,14,25,1177,1,3.000517,0,0,3,2,104,0,0
291.575085,6,205,43,53,2,0.000431,26,26,4,1,74,1,74
291.576056,12,239,48,5355,2,0.092141,44,0,3,2,140,0,0
291.576304,3,54,20,5355,2,0.092081,44,0,3,2,100,0,0
293.586071,6,247,43,53,2,0.142867,34,149,4,1,82,1,197
298.572209,3,18,36,80,1,0.051346,428,5299,4,5,640,6,5551
293.729471,6,226,43,53,2,0.031177,34,94,4,1,82,1,142
294.100875,6,227,43,53,2,0.000322,26,26,4,1,74,1,74
294.101482,12,159,48,5355,2,0.100322,44,0,3,2,140,0,0
294.101653,3,196,20,5355,2,0.10037,44,0,3,2,100,0,0
300.867062,3,23,36,80,1,0.051023,847,141,4,5,1059,4,313
300.865611,3,22,36,80,1,0.053132,480,141,4,5,692,4,313
296.680529,6,174,43,53,2,0.205535,40,136,4,1,88,1,184
297.496671,3,16,38,80,1,4.357607,1280,4277,1,9,1652,5,4489
296.918014,3,15,38,80,1,4.933394,1629,23800,1,14,2201,21,24652
301.814057,3,31,38,80,1,0.038163,0,0,1,2,92,1,52
301.814752,3,34,38,80,1,0.038256,0,0,1,2,92,1,52
301.814959,3,35,38,80,1,0.038479,0,0,1,2,92,1,52
301.814358,3,32,38,80,1,0.039133,0,0,1,2,92,1,52
301.81457,3,33,38,80,1,0.039204,0,0,1,2,92,1,52
301.815142,3,36,38,80,1,0.038684,0,0,1,2,92,1,52
296.886602,6,508,43,53,2,0.03004,40,148,4,1,88,1,196
301.905375,6,277,43,53,1,0.002422,37,661,4,5,349,4,913
301.958127,3,281,16,80,1,0.238536,414,584,4,5,626,5,788
301.933194,3,278,1,80,1,0.264241,455,474,4,5,667,3,606
302.197112,3,284,16,80,1,0.250081,505,579,4,5,717,5,783
297.502131,6,477,43,53,2,0.16969,47,103,4,1,95,1,151
297.672621,6,457,43,53,2,0.016856,47,115,4,1,95,1,163
302.774061,3,14,25,1177,1,0,0,0,3,1,48,0,0
298.479992,6,201,43,53,2,0.135687,42,102,4,1,90,1,150
298.527422,6,97,43,53,2,0.033719,34,83,4,1,82,1,131
298.561715,6,246,43,53,2,0.009972,34,111,4,1,82,1,159
298.616223,6,243,43,53,2,0.016937,42,114,4,1,90,1,162
298.764958,6,460,43,53,2,0.024632,44,124,4,1,92,1,172
298.790061,6,526,43,53,2,0.008533,44,184,4,1,92,1,232
303.922752,3,311,41,80,1,0.058863,582,563,4,5,794,3,695
303.982082,3,312,41,80,1,0.064282,632,382,4,5,844,4,554
299.556163,6,86,43,53,2,0.895134,39,231,4,1,87,1,279
302.439322,3,289,21,80,1,2.228644,649,2215,1,6,901,5,2427
300.451968,6,262,43,53,2,0.327291,39,160,4,1,87,1,208
300.842558,6,231,43,53,2,0.649869,41,119,4,1,89,1,167
300.844115,6,202,43,53,2,0.173713,30,232,4,1,78,1,280
300.856278,6,46,43,53,2,0.080814,31,161,4,1,79,1,209
300.864187,6,171,43,53,2,0.1144,34,96,4,1,82,1,144
300.894167,6,471,43,53,2,0.090882,30,315,4,1,78,1,363
300.937665,6,218,43,53,2,0.014759,31,131,4,1,79,1,179
300.979184,6,200,43,53,2,0.012042,34,118,4,1,82,1,166
300.985582,6,92,43,53,2,0.310232,60,256,4,2,156,2,352
301.018391,6,225,43,53,2,0.015162,30,205,4,1,78,1,253
303.04126,3,305,34,443,1,3.105571,803,5346,4,10,1227,11,5889
301.285526,6,237,43,53,2,0.302057,30,248,4,1,78,1,296
301.503951,6,518,43,53,2,0.179869,41,151,4,1,89,1,199
301.505398,6,69,43,53,2,0.842021,33,388,4,1,81,1,436
301.588297,6,449,43,53,2,0.027526,30,144,4,1,78,1,192
301.771368,6,310,43,53,2,0.377698,32,397,4,1,80,1,445
301.771727,6,67,43,53,2,0.091929,34,211,4,1,82,1,259
301.788624,6,186,43,53,2,1.544741,38,367,4,1,86,1,415
301.78894,6,142,43,53,2,0.13031,38,77,4,1,86,1,125
301.789281,6,258,43,53,2,0.566945,34,210,4,1,82,1,258
301.789598,6,546,43,53,2,0.115378,35,378,4,1,83,1,426
301.789916,6,140,43,53,2,0.133545,31,200,4,1,79,1,248
301.790342,6,448,43,53,2,0.144944,31,69,4,1,79,1,117
301.790793,6,104,43,53,2,0.107622,33,110,4,1,81,1,158
301.794798,6,491,43,53,2,0.365029,34,211,4,1,82,1,259
301.86407,6,245,43,53,2,0.023872,34,136,4,1,82,1,184
291.868112,3,8,14,137,2,4.035751,300,0,3,6,468,0,0
301.899028,6,43,43,53,2,0.034757,33,95,4,1,81,1,143
301.908089,6,464,43,53,2,0.024588,35,120,4,1,83,1,168
301.919767,6,51,43,53,2,0.021948,38,121,4,1,86,1,169
301.923971,6,143,43,53,2,0.035833,31,112,4,1,79,1,160
301.935801,6,443,43,53,2,0.02175,31,118,4,1,79,1,166
301.974164,6,522,43,53,2,0.04854,35,204,4,1,83,1,252
302.027976,6,490,43,53,2,0.026734,35,100,4,1,83,1,148
302.149493,6,232,43,53,2,0.810692,64,434,4,2,160,2,530
302.160194,6,103,43,53,2,0.682109,34,136,4,1,82,1,184
302.241434,6,244,43,53,2,0.056424,32,162,4,1,80,1,210
302.298807,6,512,43,53,2,0.015006,32,132,4,1,80,1,180
302.303027,6,172,43,53,2,0.058555,36,73,4,1,84,1,121
302.334035,6,504,43,53,2,0.026398,32,162,4,1,80,1,210
302.334683,6,182,43,53,2,0.094786,45,148,4,1,93,1,196
302.347941,6,57,43,53,2,0.323567,33,208,4,1,81,1,256
302.356723,6,132,43,53,2,0.358322,34,135,4,1,82,1,183
302.360926,6,169,43,53,2,0.000925,32,132,4,1,80,1,180
302.362054,6,461,43,53,2,0.01973,36,117,4,1,84,1,165
302.429973,6,59,43,53,2,0.008207,45,190,4,1,93,1,238
302.672063,3,291,34,80,1,4.791372,435,588,4,6,699,6,1428
302.586628,6,89,43,53,2,0.054734,31,232,4,1,79,1,280
302.601255,6,192,43,53,2,0.337313,34,375,4,1,82,1,423
302.641946,6,125,43,53,2,0.073053,31,108,4,1,79,1,156
302.717612,6,455,43,53,2,0.076732,29,83,4,1,77,1,131
302.79466,3,308,37,53,2,0.001346,38,233,4,1,66,1,261
302.795065,6,209,43,53,2,0.019387,29,95,4,1,77,1,143
302.796558,3,118,37,53,2,0.027163,38,219,4,1,66,1,247
302.939607,6,204,43,53,2,0.30578,34,192,4,1,82,1,240
303.462269,6,60,43,53,2,0.655007,29,383,4,1,77,1,431
303.605189,3,203,37,53,2,0.026198,33,217,4,1,61,1,245
303.631909,3,248,37,53,2,0.026091,33,173,4,1,61,1,201
303.71597,6,499,43,53,2,0.30285,34,252,4,1,82,1,300
303.716309,6,238,43,53,2,0.169126,35,162,4,1,83,1,210
303.885786,6,253,43,53,2,0.021358,35,131,4,1,83,1,179
304.019428,6,207,43,53,2,0.026632,34,148,4,1,82,1,196
304.117903,6,539,43,53,2,0.034124,29,196,4,1,77,1,244
304.366692,3,117,37,53,2,0.017194,48,208,4,1,76,1,236
304.384425,3,425,37,53,2,0.054337,144,724,4,3,228,3,808
304.438296,6,62,43,53,2,0.936854,48,208,4,1,96,1,256
302.824141,3,295,27,80,1,6.917078,376,373,1,6,628,4,545
305.375932,6,141,43,53,2,0.001784,48,232,4,1,96,1,280
306.433001,6,474,43,53,2,0.128824,40,136,4,1,88,1,184
306.563532,6,121,43,53,2,0.030026,40,148,4,1,88,1,196
309.621034,6,270,43,53,2,0.072526,39,80,4,1,87,1,128
309.694155,6,254,43,53,2,0.01234,39,118,4,1,87,1,166
309.781303,6,146,43,53,2,0.01235,39,80,4,1,87,1,128
309.794141,6,249,43,53,2,0.000577,39,118,4,1,87,1,166
304.047398,3,313,12,80,1,11.425272,646,1073,1,7,950,5,2358
302.056773,3,283,24,80,1,13.416278,5894,6786,1,14,6466,13,8155
302.716484,3,293,6,80,1,12.756832,1185,1318,1,7,1477,6,1562
309.624843,3,319,34,443,1,5.848893,808,1006,1,8,1140,7,1298
310.39142,3,322,34,80,1,5.082519,2302,604,1,7,2594,5,816
301.785917,3,30,23,80,1,13.688238,1864,3640,1,9,2248,8,5032
301.662602,3,28,23,80,1,13.811802,3303,9904,1,13,3835,12,10388
302.60088,6,542,43,53,2,1.167292,33,354,4,1,81,1,402
303.366186,6,184,43,53,2,2.009003,48,208,4,1,96,1,256
319.775942,3,323,25,1177,1,2.997187,0,0,3,2,104,0,0
300.995562,3,25,3,80,1,19.484005,392,725,1,6,644,3,849
268.408794,11,1,46,131,0,0,0,0,0,1,72,0,0
268.563026,10,2,54,130,0,0,0,0,0,1,72,0,0
319.44412,6,353,43,53,2,0.269634,34,50,4,1,82,1,98
319.714376,6,99,43,53,2,0.014977,34,94,4,1,82,1,142
309.795236,3,321,39,80,1,15.691845,464,406,1,6,716,3,538
309.715826,3,320,39,80,1,15.771574,874,723,1,7,1166,4,887
270.574345,9,2,60,130,0,0,0,0,0,1,72,0,0
271.059361,10,2,51,130,0,0,0,0,0,1,72,0,0
273.053297,6,6,49,136,0,0,0,0,0,1,72,0,0
273.05357,8,7,42,135,0,0,0,0,0,1,72,0,0
273.25127,12,2,55,130,0,0,0,0,0,1,72,0,0
273.251401,12,2,50,130,0,0,0,0,0,1,72,0,0
328.771204,3,323,25,1177,1,0,0,0,3,1,48,0,0
274.058831,10,2,53,130,0,0,0,0,0,1,72,0,0
276.654415,9,2,57,130,0,0,0,0,0,1,72,0,0
277.757653,12,2,56,130,0,0,0,0,0,1,72,0,0
278.056779,11,6,42,136,0,0.000503,24,24,0,1,72,1,72
278.056962,12,6,52,136,0,0,0,0,0,1,72,0,0
278.057173,11,7,45,135,0,0,0,0,0,1,72,0,0
302.716098,3,292,33,80,1,32.785234,400,509,1,6,652,4,673
301.934344,3,279,15,80,1,33.567332,440,939,1,7,744,5,2090
283.064783,11,6,45,136,0,0.000099,24,24,0,1,72,1,72
342.788472,3,324,25,1177,1,2.997504,0,0,3,2,104,0,0
298.799068,3,20,0,80,1,46.717,429,9311,1,6,681,11,9763
342.786653,6,195,43,53,2,0.00038,34,50,4,1,82,1,98
342.787538,6,44,43,53,2,0.000455,34,94,4,1,82,1,142
351.78483,3,324,25,1177,1,0,0,0,3,1,48,0,0
304.434167,3,9,37,3,0,0,0,0,0,1,316,0,0
273.615956,4,56,13,1,0,31.052146,1086,0,0,5,1226,0,0
302.960395,6,0,43,4,0,2.415017,923,0,0,3,1067,0,0
298.633745,3,19,18,80,1,61.903211,1208,12763,1,9,1580,12,13255
297.689961,3,17,8,80,1,62.847298,419,20303,1,9,791,17,20995
305.378462,3,315,40,80,1,60.135913,301,51277,1,11,753,38,52809
304.152714,3,314,32,80,1,61.391731,938,1178,1,7,1230,5,1390
302.815129,3,294,17,443,1,62.729736,735,4949,1,8,1067,7,5241
303.24619,3,306,26,80,1,62.298916,921,1740,1,7,1225,6,2924
303.659716,3,310,30,80,1,61.885633,572,645,1,7,876,5,1502
303.65941,3,309,30,80,1,61.886136,605,661,1,7,909,5,1534
303.659114,3,308,30,80,1,61.886628,520,852,1,7,824,5,1916
303.658764,3,307,30,443,1,61.887255,1544,6361,1,14,2152,13,8380
302.438864,3,288,21,80,1,63.107433,641,1795,1,5,853,4,1967
302.439834,3,290,21,80,1,63.106676,640,1795,1,5,852,4,1967
302.36245,3,286,5,80,1,63.184304,718,1171,1,6,982,4,2514
302.382496,3,287,17,443,1,63.164587,1014,4469,1,8,1346,7,4761
302.314293,3,285,5,80,1,63.233029,604,65236,1,23,1536,47,67128
302.844635,3,298,28,80,1,62.702924,767,767,1,6,1019,4,939
302.844132,3,296,28,80,1,62.703624,750,767,1,6,1002,4,939
302.844344,3,297,28,80,1,62.703606,772,432,1,6,1024,4,604
302.845333,3,302,28,80,1,62.702822,748,767,1,6,1000,4,939
303.031198,3,304,28,80,1,62.517151,748,767,1,6,1000,4,939
302.845136,3,301,28,80,1,62.703408,1522,1534,1,7,1814,5,1746
302.844976,3,300,28,80,1,62.70376,1645,1534,1,7,1937,5,1746
302.844778,3,299,28,80,1,62.704151,768,994,1,6,1020,4,1166
301.960436,3,282,9,80,1,63.588725,823,906,1,7,1115,5,1110
301.94449,3,280,7,80,1,63.604915,834,2178,1,6,1098,5,3638
301.888694,3,37,11,80,1,63.660958,971,1268,1,6,1235,5,2121
302.959568,3,303,35,80,1,62.590319,1143,1419,1,7,1447,6,2372
301.296342,3,27,29,80,1,64.253781,1090,1802,1,7,1382,5,2014
300.953003,3,24,5,80,1,64.597425,950,31311,1,15,1562,25,32323
301.684323,3,29,31,80,1,63.86637,508,229,1,5,720,3,357
300.779849,3,21,2,80,1,64.771089,403,4465,1,5,615,6,4717
366.060276,3,325,25,1177,1,3.009277,0,0,3,2,104,0,0
306.594332,3,317,38,80,1,60.161551,357,609,1,5,569,2,701
301.033974,3,26,4,80,1,69.517387,2358,422705,1,117,7062,298,435446
306.406363,3,316,38,80,1,64.145293,342,3475,1,5,554,4,3647
365.789354,6,456,43,53,2,0.154194,34,50,4,1,82,1,98
365.944102,6,264,43,53,2,0.115565,34,94,4,1,82,1,142
375.077875,3,325,25,1177,1,0,0,0,3,1,48,0,0
389.083877,3,326,25,1177,1,2.998915,0,0,3,2,104,0,0
389.082055,6,538,43,53,2,0.000403,34,50,4,1,82,1,98
389.082944,6,42,43,53,2,0.00044,34,94,4,1,82,1,142
398.080787,3,326,25,1177,1,0,0,0,3,1,48,0,0
347.801019,12,6,52,136,0,0,0,0,0,1,72,0,0
287.853699,3,13,38,443,1,123.797298,35441,5601,2,38,36975,26,6677
412.114528,3,327,25,1177,1,3.001081,0,0,3,2,104,0,0
412.112622,6,164,43,53,2,0.00038,34,50,4,1,82,1,98
412.113497,6,495,43,53,2,0.000475,34,94,4,1,82,1,142
363.73555,11,5,46,133,0,0,0,0,0,1,184,0,0
421.113985,3,327,25,1177,1,0,0,0,3,1,48,0,0
435.151027,3,328,25,1177,1,3.007554,0,0,3,2,104,0,0
435.118972,6,127,43,53,2,0.030428,34,149,4,1,82,1,197
435.149961,6,534,43,53,2,0.000527,34,94,4,1,82,1,142
444.157699,3,328,25,1177,1,0,0,0,3,1,48,0,0
393.848774,11,1,46,131,0,0,0,0,0,1,72,0,0
394.120483,10,2,54,130,0,0,0,0,0,1,72,0,0
394.265498,12,2,55,130,0,0,0,0,0,1,72,0,0
395.834403,9,2,57,130,0,0,0,0,0,1,72,0,0
396.158344,9,2,60,130,0,0,0,0,0,1,72,0,0
396.268734,12,2,56,130,0,0,0,0,0,1,72,0,0
396.604213,10,2,53,130,0,0,0,0,0,1,72,0,0
399.117685,10,2,51,130,0,0,0,0,0,1,72,0,0
400.263958,12,2,50,130,0,0,0,0,0,1,72,0,0
458.163703,3,329,25,1177,1,2.997928,0,0,3,2,104,0,0
458.161742,6,509,43,53,2,0.000594,34,149,4,1,82,1,197
458.162822,6,481,43,53,2,0.000427,34,94,4,1,82,1,142
411.031401,7,6,49,136,0,0,0,0,0,1,72,0,0
467.160056,3,329,25,1177,1,0,0,0,3,1,48,0,0
416.041065,10,6,52,136,0,0,0,0,0,1,72,0,0
417.574136,10,2,59,130,0,0.055857,32,0,0,2,144,0,0
417.851552,2,251,22,1900,2,6.485126,798,0,3,6,966,0,0
481.177181,3,330,25,1177,1,2.997949,0,0,3,2,104,0,0
481.174993,6,272,43,53,2,0.000634,34,149,4,1,82,1,197
481.176211,6,153,43,53,2,0.000446,34,94,4,1,82,1,142
490.173647,3,330,25,1177,1,0,0,0,3,1,48,0,0
347.800745,11,6,42,136,0,97.472259,72,72,0,3,216,3,216
504.210179,3,331,25,1177,1,3.007487,0,0,3,2,104,0,0
347.801252,11,7,45,135,0,102.465041,56,48,0,3,200,2,144
504.178126,6,176,43,53,2,0.03041,34,149,4,1,82,1,197
504.209102,6,485,43,53,2,0.000552,34,94,4,1,82,1,142
352.808826,11,6,45,136,0,102.464025,72,72,0,3,216,3,216
513.216322,3,331,25,1177,1,0,0,0,3,1,48,0,0
527.2232,3,332,25,1177,1,2.99784,0,0,3,2,104,0,0
527.221109,6,138,43,53,2,0.000634,34,149,4,1,82,1,197
527.222342,6,274,43,53,2,0.000414,34,94,4,1,82,1,142
478.290309,7,6,49,136,0,0,0,0,0,1,72,0,0
536.219989,3,332,25,1177,1,0,0,0,3,1,48,0,0
483.304987,10,6,52,136,0,0,0,0,0,1,72,0,0
550.236632,3,333,25,1177,1,2.997648,0,0,3,2,104,0,0
550.234454,6,211,43,53,2,0.000615,34,149,4,1,82,1,197
550.23564,6,502,43,53,2,0.000453,34,94,4,1,82,1,142
559.232477,3,333,25,1177,1,0,0,0,3,1,48,0,0
509.208723,11,6,42,136,0,0.000291,24,24,0,1,72,1,72
513.767177,12,6,44,136,0,0.00027,24,16,0,1,72,1,64
573.254582,3,334,25,1177,1,3.002395,0,0,3,2,104,0,0
518.776716,11,6,45,136,0,0.00024,24,24,0,1,72,1,72
519.288728,11,1,46,131,0,0,0,0,0,1,72,0,0
521.192463,10,2,53,130,0,0,0,0,0,1,72,0,0
522.692546,10,2,59,130,0,0,0,0,0,1,72,0,0
522.770403,12,2,50,130,0,0,0,0,0,1,72,0,0
573.237736,6,531,43,53,2,0.015421,34,149,4,1,82,1,197
573.253627,6,105,43,53,2,0.000453,34,94,4,1,82,1,142
523.762036,12,2,55,130,0,0,0,0,0,1,72,0,0
524.192567,10,2,54,130,0,0,0,0,0,1,72,0,0
525.23034,9,2,60,130,0,0,0,0,0,1,72,0,0
526.510391,9,2,57,130,0,0,0,0,0,1,72,0,0
582.256193,3,334,25,1177,1,0,0,0,3,1,48,0,0
527.267033,12,2,56,130,0,0,0,0,0,1,72,0,0
528.199687,10,2,51,130,0,0,0,0,0,1,72,0,0
596.262714,3,336,25,1177,1,2.997792,0,0,3,2,104,0,0
596.260482,6,250,43,53,2,0.000655,34,149,4,1,82,1,197
596.261702,6,91,43,53,2,0.00047,34,94,4,1,82,1,142
307.463834,3,318,34,80,1,2.961481,2792,605,4,8,3124,6,857
592.880494,3,335,24,80,1,10.055343,2180,845,1,8,2524,6,1942
605.258769,3,336,25,1177,1,0,0,0,3,1,48,0,0
619.277462,3,337,25,1177,1,2.995954,0,0,3,2,104,0,0
619.275394,6,463,43,53,2,0.000584,34,149,4,1,82,1,197
619.276515,6,198,43,53,2,0.000446,34,94,4,1,82,1,142
628.272001,3,337,25,1177,1,0,0,0,3,1,48,0,0
578.264984,12,6,52,136,0,0,0,0,0,1,72,0,0
642.43674,3,338,25,1177,1,2.999655,0,0,3,2,104,0,0
642.276788,6,94,43,53,2,0.158365,34,149,4,1,82,1,197
642.435717,6,268,43,53,2,0.000507,34,94,4,1,82,1,142
651.435163,3,338,25,1177,1,0,0,0,3,1,48,0,0
665.442025,3,339,25,1177,1,2.997917,0,0,3,2,104,0,0
665.439993,6,311,43,53,2,0.000613,34,149,4,1,82,1,197
665.441168,6,157,43,53,2,0.000388,34,94,4,1,82,1,142
674.448863,3,339,25,1177,1,0,0,0,3,1,48,0,0
578.264715,11,6,42,136,0,51.008218,48,48,0,2,144,2,144
688.464793,3,340,25,1177,1,2.998188,0,0,3,2,104,0,0
634.461419,7,6,49,136,0,0,0,0,0,1,72,0,0
578.265222,11,7,45,135,0,56.496083,40,24,0,2,136,1,72
688.462858,6,151,43,53,2,0.000602,34,149,4,1,82,1,197
688.463941,6,73,43,53,2,0.000389,34,94,4,1,82,1,142
639.465627,10,6,52,136,0,0,0,0,0,1,72,0,0
583.272694,11,6,45,136,0,56.49621,48,48,0,2,144,2,144
697.461333,3,340,25,1177,1,0,0,0,3,1,48,0,0
644.728664,11,1,46,131,0,0,0,0,0,1,72,0,0
644.744424,10,2,59,130,0,0,0,0,0,1,72,0,0
644.766102,12,2,50,130,0,0,0,0,0,1,72,0,0
647.26964,12,2,56,130,0,0,0,0,0,1,72,0,0
649.248033,10,2,53,130,0,0,0,0,0,1,72,0,0
651.247232,10,2,54,130,0,0,0,0,0,1,72,0,0
652.767584,12,2,55,130,0,0,0,0,0,1,72,0,0
653.230309,9,2,60,130,0,0,0,0,0,1,72,0,0
653.250175,10,2,51,130,0,0,0,0,0,1,72,0,0
653.934375,9,2,57,130,0,0,0,0,0,1,72,0,0
711.493555,3,341,25,1177,1,3.002737,0,0,3,2,104,0,0
711.476786,6,458,43,53,2,0.015276,34,149,4,1,82,1,197
711.492559,6,116,43,53,2,0.000521,34,94,4,1,82,1,142
720.494894,3,341,25,1177,1,0,0,0,3,1,48,0,0
734.519496,3,342,25,1177,1,3.009872,0,0,3,2,104,0,0
734.517441,6,181,43,53,2,0.000602,34,149,4,1,82,1,197
734.518571,6,496,43,53,2,0.000447,34,94,4,1,82,1,142
743.538039,3,342,25,1177,1,0,0,0,3,1,48,0,0
693.46468,11,6,42,136,0,0.000243,24,24,0,1,72,1,72
698.262389,12,6,44,136,0,0.000275,24,16,0,1,72,1,64
757.544476,3,343,25,1177,1,2.997861,0,0,3,2,104,0,0
703.272675,11,6,45,136,0,0.000241,24,24,0,1,72,1,72
757.542364,6,467,43,53,2,0.000566,34,149,4,1,82,1,197
757.543495,6,78,43,53,2,0.000451,34,94,4,1,82,1,142
766.540672,3,343,25,1177,1,0,0,0,3,1,48,0,0
780.587672,3,344,25,1177,1,2.997732,0,0,3,2,104,0,0
780.555558,6,480,43,53,2,0.030524,34,149,4,1,82,1,197
780.586649,6,236,43,53,2,0.000467,34,94,4,1,82,1,142
730.824678,11,5,46,133,0,0,0,0,0,1,184,0,0
789.584295,3,344,25,1177,1,0,0,0,3,1,48,0,0
803.590825,3,345,25,1177,1,3.007727,0,0,3,2,104,0,0
803.588738,6,533,43,53,2,0.000576,34,149,4,1,82,1,197
803.589865,6,476,43,53,2,0.000425,34,94,4,1,82,1,142
812.596717,3,345,25,1177,1,0,0,0,3,1,48,0,0
762.552892,12,6,52,136,0,0,0,0,0,1,72,0,0
770.168692,11,1,46,131,0,0,0,0,0,1,72,0,0
770.302375,10,2,59,130,0,0,0,0,0,1,72,0,0
770.594374,9,2,57,130,0,0,0,0,0,1,72,0,0
770.766711,12,2,56,130,0,0,0,0,0,1,72,0,0
826.603818,3,346,25,1177,1,2.997576,0,0,3,2,104,0,0
771.768073,12,2,55,130,0,0,0,0,0,1,72,0,0
771.79907,10,2,54,130,0,0,0,0,0,1,72,0,0
772.769992,12,2,50,130,0,0,0,0,0,1,72,0,0
773.785982,10,2,51,130,0,0,0,0,0,1,72,0,0
775.554416,9,2,60,130,0,0,0,0,0,1,72,0,0
826.601727,6,79,43,53,2,0.000595,34,149,4,1,82,1,197
826.602875,6,242,43,53,2,0.00042,34,94,4,1,82,1,142
778.299309,10,2,53,130,0,0,0,0,0,1,72,0,0
835.600283,3,346,25,1177,1,0,0,0,3,1,48,0,0
849.652833,3,347,25,1177,1,3.00195,0,0,3,2,104,0,0
849.614851,6,11,43,53,2,0.036374,34,149,4,1,82,1,197
849.651775,6,39,43,53,2,0.000468,34,94,4,1,82,1,142
858.653635,3,347,25,1177,1,0,0,0,3,1,48,0,0
872.659338,3,348,25,1177,1,3.008488,0,0,3,2,104,0,0
872.657172,6,503,43,53,2,0.000614,34,149,4,1,82,1,197
872.658369,6,530,43,53,2,0.000479,34,94,4,1,82,1,142
881.666771,3,348,25,1177,1,0,0,0,3,1,48,0,0
895.672952,3,349,25,1177,1,2.998179,0,0,3,2,104,0,0
